804	<gender>	<male>
562	<gender>	<male>
948	<gender>	<male>
502	<gender>	<male>
825	<gender>	<male>
543	<gender>	<male>
804	<nationality>	<united_states>
562	<nationality>	<united_states>
948	<nationality>	<united_states>
502	<nationality>	<united_states>
825	<nationality>	<united_states>
543	<nationality>	<united_states>
804	<Make_a_visit>	<lloydminster>
804	<Make_a_visit>	<hells_kitchen_manhattan>
804	<Make_a_visit>	<hillingdon>
804	<Make_a_visit>	<paris_kentucky>
804	<Make_a_visit>	<guangzhou>
804	<Make_a_visit>	<rawlins>
562	<Make_a_visit>	<lloydminster>
562	<Make_a_visit>	<hells_kitchen_manhattan>
562	<Make_a_visit>	<hillingdon>
562	<Make_a_visit>	<paris_kentucky>
562	<Make_a_visit>	<guangzhou>
562	<Make_a_visit>	<rawlins>
948	<Make_a_visit>	<lloydminster>
948	<Make_a_visit>	<hells_kitchen_manhattan>
948	<Make_a_visit>	<hillingdon>
948	<Make_a_visit>	<paris_kentucky>
948	<Make_a_visit>	<guangzhou>
948	<Make_a_visit>	<rawlins>
502	<Make_a_visit>	<lloydminster>
502	<Make_a_visit>	<hells_kitchen_manhattan>
502	<Make_a_visit>	<hillingdon>
502	<Make_a_visit>	<paris_kentucky>
502	<Make_a_visit>	<guangzhou>
502	<Make_a_visit>	<rawlins>
825	<Make_a_visit>	<lloydminster>
825	<Make_a_visit>	<hells_kitchen_manhattan>
825	<Make_a_visit>	<hillingdon>
825	<Make_a_visit>	<paris_kentucky>
825	<Make_a_visit>	<guangzhou>
825	<Make_a_visit>	<rawlins>
543	<Make_a_visit>	<lloydminster>
543	<Make_a_visit>	<hells_kitchen_manhattan>
543	<Make_a_visit>	<hillingdon>
543	<Make_a_visit>	<paris_kentucky>
543	<Make_a_visit>	<guangzhou>
543	<Make_a_visit>	<rawlins>
1000	<place_of_death>	<nassau_germany>
1000	<place_of_death>	<paris>
1000	<place_of_death>	<tehran>
938	<place_of_death>	<nassau_germany>
938	<place_of_death>	<paris>
938	<place_of_death>	<tehran>
379	<place_of_death>	<nassau_germany>
379	<place_of_death>	<paris>
379	<place_of_death>	<tehran>
341	<place_of_death>	<nassau_germany>
341	<place_of_death>	<paris>
341	<place_of_death>	<tehran>
1000	<religion>	<shia_islam>
938	<religion>	<shia_islam>
379	<religion>	<shia_islam>
341	<religion>	<shia_islam>
1000	<location>	<the_hague>
938	<location>	<the_hague>
379	<location>	<the_hague>
341	<location>	<the_hague>
1000	<Make_a_visit>	<buncombe_county>
1000	<Make_a_visit>	<tambov>
1000	<Make_a_visit>	<orlando>
1000	<Make_a_visit>	<the_hague>
938	<Make_a_visit>	<buncombe_county>
938	<Make_a_visit>	<tambov>
938	<Make_a_visit>	<orlando>
938	<Make_a_visit>	<the_hague>
379	<Make_a_visit>	<buncombe_county>
379	<Make_a_visit>	<tambov>
379	<Make_a_visit>	<orlando>
379	<Make_a_visit>	<the_hague>
341	<Make_a_visit>	<buncombe_county>
341	<Make_a_visit>	<tambov>
341	<Make_a_visit>	<orlando>
341	<Make_a_visit>	<the_hague>
1001	<children>	<blanche_of_england>
1001	<children>	<charles_de_bourbon_charolais>
1001	<children>	<henry_ii_of_england>
1001	<children>	<henry_v_of_england>
1001	<children>	<louis_de_bourbon_conde_comte_de_clermont>
1001	<children>	<louise_elisabeth_de_bourbon_conde>
978	<children>	<blanche_of_england>
978	<children>	<charles_de_bourbon_charolais>
978	<children>	<henry_ii_of_england>
978	<children>	<henry_v_of_england>
978	<children>	<louis_de_bourbon_conde_comte_de_clermont>
978	<children>	<louise_elisabeth_de_bourbon_conde>
859	<children>	<blanche_of_england>
859	<children>	<charles_de_bourbon_charolais>
859	<children>	<henry_ii_of_england>
859	<children>	<henry_v_of_england>
859	<children>	<louis_de_bourbon_conde_comte_de_clermont>
859	<children>	<louise_elisabeth_de_bourbon_conde>
695	<children>	<blanche_of_england>
695	<children>	<charles_de_bourbon_charolais>
695	<children>	<henry_ii_of_england>
695	<children>	<henry_v_of_england>
695	<children>	<louis_de_bourbon_conde_comte_de_clermont>
695	<children>	<louise_elisabeth_de_bourbon_conde>
1001	<place_of_death>	<westminster>
978	<place_of_death>	<westminster>
859	<place_of_death>	<westminster>
695	<place_of_death>	<westminster>
1001	<spouse>	<henry_v_holy_roman_emperor>
1001	<spouse>	<joanna_of_navarre>
978	<spouse>	<henry_v_holy_roman_emperor>
978	<spouse>	<joanna_of_navarre>
859	<spouse>	<henry_v_holy_roman_emperor>
859	<spouse>	<joanna_of_navarre>
695	<spouse>	<henry_v_holy_roman_emperor>
695	<spouse>	<joanna_of_navarre>
1001	<nationality>	<england>
1001	<nationality>	<kingdom_of_england>
978	<nationality>	<england>
978	<nationality>	<kingdom_of_england>
859	<nationality>	<england>
859	<nationality>	<kingdom_of_england>
695	<nationality>	<england>
695	<nationality>	<kingdom_of_england>
1001	<parents>	<henry_iii_jules_de_bourbon_prince_de_conde>
978	<parents>	<henry_iii_jules_de_bourbon_prince_de_conde>
859	<parents>	<henry_iii_jules_de_bourbon_prince_de_conde>
695	<parents>	<henry_iii_jules_de_bourbon_prince_de_conde>
1001	<gender>	<female>
978	<gender>	<female>
859	<gender>	<female>
695	<gender>	<female>
1001	<location>	<sutton_courtenay>
978	<location>	<sutton_courtenay>
859	<location>	<sutton_courtenay>
695	<location>	<sutton_courtenay>
1001	<Make_a_visit>	<mulhouse>
1001	<Make_a_visit>	<winchester>
1001	<Make_a_visit>	<rhinebeck>
1001	<Make_a_visit>	<paris>
978	<Make_a_visit>	<mulhouse>
978	<Make_a_visit>	<winchester>
978	<Make_a_visit>	<rhinebeck>
978	<Make_a_visit>	<paris>
859	<Make_a_visit>	<mulhouse>
859	<Make_a_visit>	<winchester>
859	<Make_a_visit>	<rhinebeck>
859	<Make_a_visit>	<paris>
695	<Make_a_visit>	<mulhouse>
695	<Make_a_visit>	<winchester>
695	<Make_a_visit>	<rhinebeck>
695	<Make_a_visit>	<paris>
